dept,name,street,postalCode,city,lat,lon
22,Centre d'incendie et de secours de Guingamp,7 Traou Maudez,22200,Saint-Agathon,48.567804,-3.134833
22,SDIS 22,Rue de Sercq,22000,Saint-Brieuc,48.515022,-2.801842
22,Centre d'incendie et de secours de Saint-Brieuc,21 Rue Courteline,22000,Saint-Brieuc,48.514504,-2.780237
22,Centre d'incendie et de secours de Saint-Caradec,2 route de l'étang,22600,Saint-Caradec,48.191937,-2.845276
22,Centre d'incendie et de secours de Saint-Carreuc,1 Rue du Gué,22150,Saint-Carreuc,48.397068,-2.733745
22,Centre d'incendie et de secours de Saint-Nicolas-du-Pélem,5 Lieu-dit Croas Dom Herry,22480,Saint-Nicolas-du-Pélem,48.307298,-3.165861
22,Centre d'incendie et de secours du Perray,112 Rue des Vallées,22950,Trégueux,48.481955,-2.697497
22,Centre d'incendie et de secours d'Uzel,5 Rue de Bonne Nouvelle,22460,Uzel,48.283257,-2.837703
22,Centre d'incendie et de secours d'Yvignac-la-Tour,17 Rue Duguesclin,22350,Yvignac-la-Tour,48.346879,-2.178451
23,Centre d'incendie et de secours d'Ahun,3 impasse de la Breditte,23150,Ahun,46.076846,2.044409
23,Centre d'incendie et de secours d'Aubusson,23b Rue Vaveix,23200,Aubusson,45.958210,2.163943
23,Centre d'incendie et de secours d'Auzances,1 allée marc parrotin,23700,Auzances,46.034391,2.500773
23,Centre d'incendie et de secours de Bonnat,29 Rue Grande,23220,Bonnat,46.326624,1.906596
23,Centre d'incendie et de secours de Bourganeuf,1 Impasse de Chez Gayaud,23400,Bourganeuf,45.960065,1.757184
23,Centre d'incendie et de secours de Boussac,30 Rue Reignier,23600,Boussac,46.347244,2.216138
23,Centre d'incendie et de secours de Bussière-Dunoise,9 Rue de l'Ancienne Gare,23320,Bussière-Dunoise,46.253919,1.766937
23,Centre d'incendie et de secours de Chambon-sur-Voueize,7 Place Delamarre,23170,Chambon-sur-Voueize,46.188596,2.426574
23,Centre d'incendie et de secours de Châtelus-Malvaleix,60 Rue de la Marche,23270,Châtelus-Malvaleix,46.299045,2.026232
23,Centre d'incendie et de secours de Chénérailles,5 impasse caserne des pompiers,23130,Chénérailles,46.110829,2.170895
23,Centre d'incendie et de secours de Clugnat,7 Rue Jules Ferry,23270,Clugnat,46.307205,2.116494
23,Centre d'incendie et de secours de Crocq,2 Rue Louis Aron,23260,Crocq,45.864126,2.368704
23,Centre d'incendie et de secours de Dontreix,38 Route de Charensat,23700,Dontreix,45.981765,2.565853
23,Centre d'incendie et de secours de Dun-le-Palestel,1 Route de la Tuilerie,23800,Dun-le-Palestel,46.316270,1.662398
23,Centre d'incendie et de secours d'Évaux-les-Bains,3 Avenue de Budelle,23110,Évaux-les-Bains,46.176192,2.487905
23,Centre d'incendie et de secours de Faux-la-Montagne,3 Rue de la Caserne,23340,Faux-la-Montagne,45.749349,1.936516
23,Centre d'incendie et de secours de Felletin,1 Route d’Arfeuille,23500,Felletin,45.877933,2.184511
23,Centre d'incendie et de secours de Genouillac,12 Vieille Route,23350,Genouillac,46.351345,1.991700
23,Centre d'incendie et de secours de Gouzon,10 Rue Basse,23230,Gouzon,46.193336,2.240628
23,Centre d'incendie et de secours de Guéret,2 Rue de la Granderaie,23000,Guéret,46.188101,1.877618
23,Centre d'incendie et de secours de la Courtine,17 Rue des 2 Freres,23100,La Courtine,45.701017,2.261133
23,Centre d'incendie et de secours de La Souterraine,4 Rue du Colonel Arnaud Beltrame,23300,La Souterraine,46.244503,1.497003
23,Centre d'incendie et de secours de Grand-Bourg,10 Rue du Manoir,23240,Le Grand-Bourg,46.157248,1.646135
23,Centre d'incendie et de secours de Méasnes,26 Rue du Stade,23360,Méasnes,46.414022,1.778569
23,Centre d'incendie et de secours de Mérinchal,2 Route des Mautes,23420,Mérinchal,45.917695,2.481555
23,Centre d'incendie et de secours de Peyrat-la-Nonière,7 Place de l'Eglise,23130,Peyrat-la-Nonière,46.087243,2.256874
23,Centre d'incendie et de secours de Pontarion,4 Chemin des Perriéres,23250,Pontarion,45.995386,1.850647
23,Centre d'incendie et de secours de Royère-de-Vassivière,151 Route de Senoueix,23460,Royère-de-Vassivière,45.844184,1.919851
23,Centre d'incendie et de secours de Vallière,Route d'Aubusson,23120,Vallière,45.907820,2.040971
24,Centre d'incendie et de secours d'Abjat-sur-Bandiat,Rue du Tacot,24300,Abjat-sur-Bandiat,45.583936,0.762648
24,Centre d'incendie et de secours de Beaumont-du-Périgord,169 Zone d'Activité du Beaumontois,24440,Beaumontois en Périgord,44.755586,0.774594
24,Centre de secours principal de Bergerac,32 Chemin du Coly,24100,Bergerac,44.827102,0.465900
24,Centre d'incendie et de secours de Brantôme,36 Route Jean Bourdeillette,24310,Brantôme en Périgord,45.377898,0.646656
24,Centre d'incendie et de secours de Cubjac,14 Route Pablo Neruda,24640,Cubjac-Auvézère-Val d'Ans,45.221434,0.929070
24,Centre d'incendie et de secours de Domme,592 Route de la Justice,24250,Domme,44.799577,1.220634
24,Centre d'incendie et de secours d'Excideuil,2 Rue Auguste Grandcoing,24160,Excideuil,45.335064,1.050777
24,Centre d'incendie et de secours d'Eymet,Route du Chemin de Fer,24500,Eymet,44.672712,0.402957
24,Centre d'incendie et de secours d'Issigeac,3 Place du Foirail,24560,Issigeac,44.728589,0.605594
24,Centre d'incendie et de secours de Javerlhac,156 Avenue de la Gare,24300,Javerlhac-et-la-Chapelle-Saint-Robert,45.571446,0.559307
24,Centre d'incendie et de secours de La Coquille,1 Square Jean Jaurès,24450,La Coquille,45.539415,0.975127
24,Centre d'incendie et de secours de La Roche-Chalais,24 Avenue de la Double,24490,La Roche-Chalais,45.147504,0.016506
24,Centre d'incendie et de secours de Lalinde,3 Avenue Jean Moulin,24150,Lalinde,44.834838,0.726681
24,Centre d'incendie et de secours de Lanouaille,1 Rue du Pont Lasveyras,24270,Lanouaille,45.392755,1.140981
24,Centre d'incendie et de secours du Bugue,1 Rue de La Boétie,24260,Le Bugue,44.919076,0.924607
24,Centre d'incendie et de secours du Lardin,17 Avenue Georges Haupinot,24570,Le Lardin-Saint-Lazare,45.127147,1.226253
24,Centre d'incendie et de secours de Mareuil,18 Rue de Vassal,24340,Mareuil en Périgord,45.449471,0.448459
24,Centre d'incendie et de secours de Monpazier,18 Chemin de la Douelle Nord,24540,Monpazier,44.684681,0.894361
24,Centre d'incendie et de secours de Montignac,8 Rue des Mansaques,24290,Montignac-Lascaux,45.064110,1.167333
24,Centre d'incendie et de secours de Montpon-Ménestérol,5 Impasse Guy Moquet,24700,Montpon-Ménestérol,45.006959,0.139577
24,Centre d'incendie et de secours de Nontron,12 Rue du 19 Mars 1962,24300,Nontron,45.538883,0.663941
24,Centre d'incendie et de secours de Belvès,1 Rue de la Providence,24170,Pays de Belvès,44.776917,1.002780
24,Centre de secours principal de Périgueux,27 Place du 8 Mai 1945,24000,Périgueux,45.178048,0.721345
24,Centre d'incendie et de secours de Piégut-Pluviers,4 Rue des Hortensias,24360,Piégut-Pluviers,45.622389,0.699388
24,Centre d'incendie et de secours de Ribérac,4 Rue Henri Crassat,24600,Ribérac,45.243522,0.340884
24,Centre d'incendie et de secours de Rouffignac,10 Route de la Préhistoire,24580,Rouffignac-Saint-Cernin-de-Reilhac,45.041418,0.981595
24,Centre d'incendie et de secours de Saint-Aulaye,3 Rue Jouffrey,24410,Saint Aulaye-Puymangou,45.204832,0.142570
24,Centre d'incendie et de secours de Saint-Astier,Rue du Lieutenant Michel Aubry,24110,Saint-Astier,45.149595,0.539056
24,Centre d'incendie et de secours de Saint-Cyprien,5 Voie de la Vallée,24220,Saint-Cyprien,44.863296,1.043212
24,Centre d'incendie et de secours de Saint-Martin-de-Gurson,10 Rue du Guinot,24610,Saint-Martin-de-Gurson,44.952599,0.109274
24,Centre d'incendie et de secours de Saint-Méard-de-Gurçon,451 Route de la Girondine,24610,Saint-Méard-de-Gurçon,44.901078,0.184375
24,Centre d'incendie et de secours de Mussidan,20 Rue Marcel Janet,24400,Saint-Médard-de-Mussidan,45.040043,0.352750
24,Centre d'incendie et de secours de Saint-Pardoux-la-Rivière,16 Place du 8 Mai 1945,24470,Saint-Pardoux-la-Rivière,45.492327,0.748941
24,Centre d'incendie et de secours de Sarlat-la-Canéda,Rue Jean Vilar,24200,Sarlat-la-Canéda,44.892445,1.211725
24,Centre d'incendie et de secours de Terrasson,38 Rue Jean Moulin,24120,Terrasson-Lavilledieu,45.132420,1.275502
24,Centre d'incendie et de secours de Thenon,185 Rue Charles Baudelaire,24210,Thenon,45.141235,1.075133
24,Centre d'incendie et de secours de Thiviers,24 Rue du Graveur Pierre Bouillon,24800,Thiviers,45.414247,0.916584
24,Centre d'incendie et de secours de Vergt,1 Avenue des Anciens Combattants,24380,Vergt,45.026505,0.720027
24,Centre d'incendie et de secours de Villamblard,11 Rue du Levant,24140,Villamblard,45.025176,0.543018
24,Centre d'incendie et de secours de Villefranche-de-Lonchat,444 Avenue des Vignerons,24610,Villefranche-de-Lonchat,44.954282,0.053750
24,Centre d'incendie et de secours de Villefranche-du-Périgord,64 Rue Saint Martin,24550,Villefranche-du-Périgord,44.631535,1.073566
25,Centre d'incendie et de secours de Abbévillers,35 Grande Rue,25310,Abbévillers,47.430957,6.918955
25,Centre d'incendie et de secours de Amancey,16bis Rue des Rosiers,25330,Amancey,47.042786,6.067877
25,Centre d'incendie et de secours de Arc-et-Senans,Château Rose,25610,Arc-et-Senans,47.033045,5.781095
25,Centre d'incendie et de secours de Arc-sous-Cicon,7 Les Creux du Pont,25520,Arc-sous-Cicon,47.052774,6.392706
25,Centre d'incendie et de secours d'Audincourt,25 Rue de Bondeval,25400,Audincourt,47.466076,6.844902
25,Centre d'incendie et de secours de Avoudrey,7 Zone d’Activite sur le Jura,25690,Avoudrey,47.140228,6.441262
25,Centre d'incendie et de secours de Bannans,17 Rue Laurent Troutet,25560,Bannans,46.885270,6.237448
25,Centre d'incendie et de secours de Baume-les-Dames,1 Rue Pierre Regad-Pellagru,25110,Baume-les-Dames,47.352992,6.339100
25,Centre de secours principal Besançon-Centre,41 rue général brulard,25000,Besançon,47.226948,6.000873
25,Centre d'incendie et de secours de Bethoncourt,15 Avenue Lavoisier,25200,Bethoncourt,47.532378,6.807676
25,Centre d'incendie et de secours de Blamont,5 Aux Combottes,25310,Blamont,47.390729,6.845761
25,Centre d'incendie et de secours de Bouclans,3 Grande Rue,25360,Bouclans,47.246427,6.231691
25,Centre d'incendie et de secours de Boujailles,0 Place de la Mairie,25560,Boujailles,46.888102,6.080062
25,Centre d'incendie et de secours de Boujailles,12 Rue de Champagnole,25560,Boujailles,46.883990,6.076485
25,Sapeurs Pompiers du Doubs,4 Chemin de la Combe Balland,25220,Chalezeule,47.265899,6.064151
25,Centre d'incendie et de secours de Chapelle-des-Bois,3 Route de la Tannerie,25240,Chapelle-des-Bois,46.599199,6.117423
25,Centre d'incendie et de secours de Charmoille,8 Rue de Saint-Claude,25380,Charmoille,47.245250,6.666571
25,Centre d'incendie et de secours de Charquemont,1 Rue de la Scierie,25140,Charquemont,47.214487,6.817548
25,Centre d'incendie et de secours de Colombier-Fontaine,4 Rue du 16 Novembre 1944,25260,Colombier-Fontaine,47.455321,6.694044
25,Centre d'incendie et de secours de Damprichard,3 Cité des Perce-neige,25450,Damprichard,47.239793,6.878240
25,Centre d'incendie et de secours de Émagny,2 Rue de Moncley,25170,Émagny,47.314209,5.867842
25,Pompiers,1 Rue de Baru,25580,Étalans,47.156186,6.268984
25,Sapeurs Pompiers du Doubs,20 Impasse Bliss,25490,Fesches-le-Châtel,47.520107,6.888768
25,Centre d'incendie et de secours de Fourg,9 Place de la Mairie,25440,Fourg,47.097473,5.810060
25,Centre d'incendie et de secours de Frasne,10 Rue des Ateliers,25560,Frasne,46.852443,6.158142
25,Centre d'incendie et de secours de Gilley,1 Allee des Perce Neige,25650,Gilley,47.047864,6.477474
25,Centre d'incendie et de secours de Grand Combe Chateleu,6 Rossignier,25570,Grand'Combe-Châteleu,47.026105,6.568607
25,Centre d'incendie et de secours de Hérimoncourt,4 Rue de l'Etang,25310,Hérimoncourt,47.443944,6.884727
25,Centre d'incendie et de secours de L'Isle-sur-le-Doubs,4 Rue de la Combe Rosiers,25250,L'Isle-sur-le-Doubs,47.438750,6.582697
25,Centre d'incendie et de secours de La Chaux,7bis Rue du Docteur Girard,25650,La Chaux,47.022674,6.434652
25,Centre d'incendie et de secours de Labergement-Sainte-Marie,5 Rue Derrière Chez Saget,25160,Labergement-Sainte-Marie,46.780772,6.282840
25,Centre d'incendie et de secours de Lavans-Vuillafans,44 Grande Rue,25580,Lavans-Vuillafans,47.084553,6.250024
25,Centre d'incendie et de secours de Le Russey,2 Rue des Pinsons,25210,Le Russey,47.149258,6.716801
25,,2 Rue des Meraillis,25300,Les Fourgs,46.842148,6.395147
25,Centre d'incendie et de secours de Les Gras,6 Grande Rue,25790,Les Gras,46.995802,6.545250
25,,50 Route de Lausanne,25370,Les Hôpitaux-Neufs,46.771801,6.377993
25,Centre d'incendie et de secours du Mont d'Or,1 Rue de la Caserne,25370,Les Hôpitaux-Vieux,46.784329,6.373620
25,Centre d'incendie et de secours de Levier,3 Route de Septfontaine,25270,Levier,46.955391,6.127513
25,Centre d'incendie et de secours de Maîche,3 Rue Adelin Roch,25120,Maîche,47.247775,6.812139
25,Sapeurs Pompiers du Doubs,18 Rue des Fontenis,25350,Mandeure,47.442861,6.817863
25,,29 Rue de Champoux,25640,Marchaux-Chaudefontaine,47.327558,6.135684
25,Centre d'incendie et de secours de Mathay,22 Rue de la Mairie,25700,Mathay,47.439578,6.781605
25,Centre d'incendie et de secours de Moncey,3 Chemin des Gravolles,25870,Moncey,47.363795,6.127428
25,,4 rue du commandant pierre rossel,25200,Montbéliard,47.492912,6.816780
25,Centre d'incendie et de secours de Montécheroux,37 Rue de Saint-hippolyte,25190,Montécheroux,47.346672,6.808624
25,Centre d'incendie et de secours de Montperreux,1 Rue du Comice,25160,Montperreux,46.825384,6.341779
25,Centre d'incendie et de secours de Morteau,5 Rue du Bief,25500,Morteau,47.060187,6.613562
25,Centre d'incendie et de secours de Mouthe,12 Place de L Eglise,25240,Mouthe,46.710575,6.195257
25,Centre d'incendie et de secours de Orchamps-Vennes,2 Rue de la Mairie,25390,Orchamps-Vennes,47.131161,6.526661
25,Centre d'incendie et de secours de Ornans,7 Rue de Cantley,25290,Ornans,47.111170,6.126790
25,Centre d'incendie et de secours de Ouhans,Centre de Secours,25520,Ouhans,46.998837,6.293480
25,Centre d'incendie et de secours de Clerval,1bis Rue Léonel de Moustier,25340,Pays-de-Clerval,47.397442,6.491206
25,Centre d'incendie et de secours de Pierrefontaine-les-Varans,3a Rue de Pâvre,25510,Pierrefontaine-les-Varans,47.220419,6.540208
25,Centre d'incendie et de secours de Pont-de-Roide-Vermondans,1 Rue des Marronniers,25150,Pont-de-Roide-Vermondans,47.389804,6.768592
25,Centre d'incendie et de secours de Pontarlier,22 Rue Paul Edouard Dubied,25300,Pontarlier,46.899392,6.336069
25,,7bis Rue des Fontaines,25115,Pouilley-les-Vignes,47.257666,5.935329
25,Centre d'incendie et de secours de Pouilley-les-Vignes,1 Rue de la Corvée,25115,Pouilley-les-Vignes,47.253845,5.937655
25,Centre d'incendie et de secours de Quingey,56 Rue Calixte II,25440,Quingey,47.104940,5.879869
25,Centre d'incendie et de secours de Recologne,73 Grande Rue,25170,Recologne,47.272467,5.826489
25,Centre d'incendie et de secours de Rochejean,1 Rue des Ruelles,25370,Rochejean,46.745956,6.294163
25,Centre d'incendie et de secours de Rougemont,14 Route de Cuse,25680,Rougemont,47.479651,6.362680
25,Centre d'incendie et de secours de Saint-Hippolyte,16 Rue de Montbéliard,25190,Saint-Hippolyte,47.325501,6.810186
25,Centre d'incendie et de secours de Saint-Vit,5 Boulevard de la Gare,25410,Saint-Vit,47.182654,5.809360
25,Centre d'incendie et de secours de Sancey-le-Grand,13ter Rue Tridard,25430,Sancey,47.294966,6.581286
25,Centre d'incendie et de secours de Saône,4 Rue du Cheneau Blond,25660,Saône,47.207700,6.107685
25,Centre d'incendie et de secours de Servin,20 Rue de l'Eglise,25430,Servin,47.310304,6.461266
25,Centre d'incendie et de secours de Boussières,11 Route de Boussieres,25320,Thoraise,47.163228,5.903102
25,Centre d'incendie et de secours du Val d'Usiers,Impasse de la Frênaie,25520,Val-d'Usiers,46.956278,6.263551
25,SDIS,10 Rue de l'Hôtel de Ville,25800,Valdahon,47.148761,6.348025
25,Centre d'incendie et de secours de Vaufrey,13 Grande Rue,25190,Vaufrey,47.347914,6.924183
25,Centre d'incendie et de secours de Orchamps-Vennes,Jey Douçot,25390,Vennes,47.145195,6.526647
25,Centre d'incendie et de secours de Vercel-Villedieu-le-Camp,35 rue de la craie,25530,Vercel-Villedieu-le-Camp,47.184684,6.410433
25,Centre d'incendie et de secours des Verrières-de-Joux,17 Rue de Franche-comté,25300,Verrières-de-Joux,46.897141,6.449922
25,Centre d'incendie et de secours de Villers-le-Lac,10c Rue du Stade,25130,Villers-le-Lac,47.060368,6.676265
25,Centre d'incendie et de secours de Vuillafans,2ter Rue de la Gare,25840,Vuillafans,47.064074,6.212673
26,Centre d'incendie et de secours de Bancel,30 Impasse des Freesias,26140,Albon,45.240556,4.823372
26,Centre d'incendie et de secours d'Anneyron,28 Rue Jules Ferry,26140,Anneyron,45.276668,4.886320
26,Centre d'incendie et de secours de Beaufort-sur-Gervanne,31 Route du vercors,26400,Beaufort-sur-Gervanne,44.779653,5.141655
26,Centre de secours Gilbert Pourret,580 Allée René Higonnet,26760,Beaumont-lès-Valence,44.873665,4.942834
26,Centre d'incendie et de secours de Beaumont-Châteauneuf,94 Route du Vercors,26600,Beaumont-Monteux,45.019951,4.934881
26,,55 Chemin de Perpéca,26300,Bésayes,44.966102,5.070844
26,Centre d'Incendie et de Secours Bourdeaux,145 Route de Crest,26460,Bourdeaux,44.588539,5.133291
26,Centre d'Incendie et de Secours Bourdeaux,145 Route de Crest,26460,Bourdeaux,44.588580,5.133249
26,Centre de secours,126 Rue de la Gare,26170,Buis-les-Baronnies,44.273572,5.271083
26,Centre d'Incendie et de Secours de Chabeuil,4 Rue Victor Roux,26120,Chabeuil,44.902089,5.004848
26,Centre d'incendie et de secours de Châteauneuf-de-Galaure,8 Rue des Airs,26330,Châteauneuf-de-Galaure,45.229421,4.961050
26,Centre d'incendie et de secours de Châtillon-en-Diois,10 Zone d'Activité,26410,Châtillon-en-Diois,44.687821,5.469226
26,Centre d'incendie et de secours de Chatuzange-le-Goubet,29 Chemin de la Part Dieu,26300,Chatuzange-le-Goubet,44.999106,5.096956
26,Centre d'incendie et de secours Vallée de la Drôme,1 Impasse de la Chevalerie,26400,Crest,44.721798,5.024665
26,,5 Boulevard du Marechal Leclerc,26150,Die,44.750536,5.373640
26,Centre d'Incendie et de Secours de Dieulefit,553 Allee de Lich,26220,Dieulefit,44.527366,5.061534
26,Centre d'incendie et de secours du Val de Berre,160 Rue Louise Michel,26290,Donzère,44.430851,4.709966
26,Centre d'incendie et de secours d'Étoile-sur-Rhône,5 Allée Léonard de Vinci,26800,Étoile-sur-Rhône,44.839210,4.885742
26,Centre d'incendie et de secours de Grâne,55 Rue lermine marius,26400,Grane,44.736644,4.923524
26,,30 Rue du Petit Faubourg,26230,Grignan,44.421852,4.907911
26,Centre de secours d'Hauterives,6 Rue Etienne Vassy,26390,Hauterives,45.257885,5.030568
26,,55 Route d’Aleyrac,26160,La Bégude-de-Mazenc,44.542777,4.935028
26,,140 Rue des Pins,26420,La Chapelle-en-Vercors,44.970279,5.414731
26,Centre d'incendie et de secours de la Garde-Adhémar,65 Chemin de la Glaciere,26700,La Garde-Adhémar,44.386858,4.747476
26,Centre d'incendie et de secours de La Motte-Chalancon,3 Place des Ecoles,26470,La Motte-Chalancon,44.486583,5.380305
26,Centre d'incendie et de secours du Grand Serre,265 Route du Serein,26530,Le Grand-Serre,45.269342,5.112612
26,Centre d'incendie et de secours de Livron-sur-Drôme,2 Rue sainte barbe,26250,Livron-sur-Drôme,44.773222,4.837376
26,Centre d'incendie et de secours de Loriol-sur-Drôme,19 Rue des moulins,26270,Loriol-sur-Drôme,44.750349,4.813539
26,Centre d'incendie et de secours de Luc-en-Diois,195 Route de Chatillon,26310,Luc-en-Diois,44.617837,5.449981
26,Centre d'incendie et de secours de Lus-la-Croix-Haute,45 Place Pierre Bouvet,26620,Lus-la-Croix-Haute,44.667552,5.707482
26,Centre d'incendie et de secours de Malissard,21 Avenue des Cévennes,26120,Malissard,44.900817,4.953496
26,Centre d'incendie et de secours de Marsanne,145 Rue Jean Moulin,26740,Marsanne,44.642892,4.875372
26,Centre d'incendie et de secours de Mirabel-aux-Baronnies,35 Route de Vaison,26110,Mirabel-aux-Baronnies,44.305652,5.100315
26,Centre de secours,205 Rue de l'Ancienne Gare,26170,Mollans-sur-Ouvèze,44.235114,5.187882
26,Centre d'incendie et de secours de Montbrun-les-Bains,215 Chemin d’Entressargue-Seramian,26570,Montbrun-les-Bains,44.174719,5.447709
26,Centre d'incendie et de secours de Montélier,2 Avenue de Provence,26120,Montélier,44.938981,5.027520
26,Centre d'incendie et de secours de Montélimar,Avenue de la Feuillade,26200,Montélimar,44.575742,4.746760
26,Centre d'incendie et de secours d'Allex-Montoison-Ambonil,1320 Route d'allex,26800,Montoison,44.788102,4.929479
26,Centre d'incendie et de secours de Rouvergue,1073 Route de Chamaret,26130,Montségur-sur-Lauzon,44.373032,4.866512
26,Centre d'incendie et de secours de Montvendre,3 Place des Sports,26120,Montvendre,44.872335,5.020329
26,CIS de la Valloire,11 Route du Val d'Or,26210,Moras-en-Valloire,45.293663,4.989011
26,,495 Rue Claude Floret,26110,Nyons,44.350036,5.118759
26,Centre d'incendie et de secours de Pierrelatte,11 Allee Claude Nougaro,26700,Pierrelatte,44.386688,4.704453
26,Centre d'Incendie de Secours Vallée du Roubion,Route de Montélimar,26160,Pont-de-Barret,44.598927,4.995489
26,Centre d'incendie et de secours de Portes-lès-Valence,Rue du 8 Mai 1945,26800,Portes-lès-Valence,44.876326,4.879369
26,,4 Chemin de la Tourade,26510,Rémuzat,44.414789,5.358028
26,Centre d'Incendie et de Secours de Rochegude,27 Chemin de la Vialasse,26790,Rochegude,44.245632,4.829761
26,Centre de secours principal de Romans-sur-Isère,28 Rue Tricot,26100,Romans-sur-Isère,45.054832,5.067220
26,Centre d'incendie et de secours de Saillans,1050 Route Royale,26340,Saillans,44.695588,5.184084
26,Centre d'incendie et de secours de Saint-Barthélemy-de-Vals,1 Place de la Liberté,26240,Saint-Barthélemy-de-Vals,45.171070,4.873995
26,Centre d'incendie et de secours de la Vallée de l'Herbasse,163 Chemin des Canisses,26260,Saint-Donat-sur-l'Herbasse,45.113280,4.964178
26,Centre d'incendie et de secours de la Valdaine,1940 Avenue de Fourège,26160,Saint-Gervais-sur-Roubion,44.601660,4.906658
26,,4 Avenue Albert Chaloin,26190,Saint-Jean-en-Royans,45.018632,5.291022
26,Centre d'incendie et de secours de Saint-Maurice-sur-Eygues,11 Rue des Grands Prés,26110,Saint-Maurice-sur-Eygues,44.300126,5.013353
26,Centre d'incendie et de secours de Saint-Nazaire-le-Désert,70 Descente des Terrasses,26340,Saint-Nazaire-le-Désert,44.569457,5.279249
26,Centre d'incendie et de secours de Saint-Paul-Trois-Châteaux,Rond Point de Trécate,26130,Saint-Paul-Trois-Châteaux,44.344955,4.777908
26,Centre d'incendie et de secours,23 Chemin Romanais,26140,Saint-Rambert-d'Albon,45.293511,4.821654
26,Centre d'incendie et de secours de Saint-Uze,122 Rue du 19 Mars,26240,Saint-Uze,45.184537,4.859546
26,Centre d'incendie et de secours de Saint-Vallier,8 Rue Jean-Michel Reymond,26240,Saint-Vallier,45.164153,4.821306
26,Centre d'incendie et de secours de Sainte-Jalle,180 Route de Buis les Baronnies,26110,Sainte-Jalle,44.341188,5.281842
26,,24 Route de crest,26400,Saou,44.645994,5.060593
26,Centre d'incendie et de secours de Saulce-sur-Rhône,340 Chemin Ferrat,26270,Saulce-sur-Rhône,44.693109,4.792238
26,Sapeur Pompiers de Sauzet,599 Route de la Batie Rolland,26740,Sauzet,44.597823,4.819462
26,Centre d'incendie et de secours de Séderon,26 Route de Laragne,26560,Séderon,44.218994,5.547512
26,"Centre de secours, Centre d'Incendie et de Secours de Suze-la-Rousse",161 Route de Bouchet,26790,Suze-la-Rousse,44.289555,4.847073
26,CIS Vallée de Provence,65 Impasse des Mouillières,26790,Suze-la-Rousse,44.285495,4.837270
26,Centre d'incendie et de secours de Tain-l'Hermitage,1 Rue Lucien Ferlay,26600,Tain-l'Hermitage,45.071661,4.848291
26,Centre d'incendie et de secours de Taulignan,30 Faubourg des Raves,26770,Taulignan,44.445560,4.979662
26,Centre d'Incendie et de Secours de Tulette,336 Chemin des Syrahs,26790,Tulette,44.287071,4.947138
26,Centre d'Incendie et de Secours de Tulette,336 Chemin des Syrahs,26790,Tulette,44.287031,4.947108
26,Centre d'incendie et de secours de de la Raye,1875 Route de Montmeyran,26120,Upie,44.820858,4.977402
26,Service département d'incendie et de secours de la Drôme,Impasse Ferme Eymeric,26000,Valence,44.939104,4.939692
26,Centre d'incendie et de secours de Saint-Marcel-lès-Valence,Chemin du Chantre,26000,Valence,44.955505,4.927205
26,Centre de secours principal de Valence,61 Rue de Chantecouriol,26000,Valence,44.902065,4.880161
26,Centre d'incendie et de secours de Vassieux-en-Vercors,Place de 19 Mars 1962,26420,Vassieux-en-Vercors,44.895326,5.371776
27,,30 Rue de Surville,27400,Acquigny,49.175348,1.175992
27,Centre d'incendie et de secours d'Amfreville-la-Campagne,13 Rue de Boury,27370,Amfreville-Saint-Amand,49.213106,0.928786
27,Centre d'incendie et de secours de Beaumont-le-Roger,25 Rue Jules Ferry,27170,Beaumont-le-Roger,49.079023,0.771860
27,,3 Boulevard Georges Milville,27300,Bernay,49.091605,0.608502
27,,225 Rue des Prés Verts,27210,Beuzeville,49.338397,0.350002
27,CS Boissey-le-Châtel,4 Allee Filochard,27520,Boissey-le-Châtel,49.270573,0.776900
27,Centre d'incendie et de secours de Bourg-Achard,423 Grande Rue,27310,Bourg-Achard,49.353889,0.813117
27,Centre d'Incendie et de Secours de Bourth,10 Rue du Cimetiere,27580,Bourth,48.769190,0.810237
27,Centre de Secours de Breteuil sur Iton,184 Rue Georges Clemenceau,27160,Breteuil,48.839309,0.914628
27,CIS Brionne,4bis Boulevard de la République,27800,Brionne,49.191485,0.721414
27,Centre d'incendie et de secours de Broglie,2b Rue Jean-François Mérimée,27270,Broglie,49.008529,0.530353
27,Centre d'incendie et de secours de Caugé,12 Route de Ferrières Haut Clocher,27180,Caugé,49.024506,1.033327
27,CIS FLEURY-CHARLEVAL,40 Route de Fleury,27380,Charleval,49.358537,1.366333
27,Centre d'incendie et de secours de Chavigny-Bailleul,10a Rue de la Butte du Moulin,27220,Chavigny-Bailleul,48.878543,1.202791
27,Centre d'incendie et de secours de La Croix-Saint-Leufroy,16 Place de l’Eglise,27490,Clef Vallée d'Eure,49.109531,1.239138
27,Centre d'incendie et de secours,27 Rue Georges Clemenceau,27190,Conches-en-Ouche,48.955039,0.938902
27,Centre d'Incendie et de Secours de Cormeilles,63 Rue Paul Mare,27260,Cormeilles,49.245539,0.375376
27,Centre d'incendie et de secours d'Épaignes,13 Route des Anglais,27260,Épaignes,49.278633,0.438887
27,Centre d'incendie et de secours d'Étrépagny,21 Route du Thil,27150,Étrépagny,49.304531,1.604618
27,Centre principal de secours d'Évreux,26 Allée des Soupirs,27000,Évreux,49.026254,1.152565
27,Centre d'Incendie et de Secours,Rue Pierre Mendès France,27530,Ézy-sur-Eure,48.868144,1.432833
