dept,name,street,postalCode,city,lat,lon
02,Centre d'incendie et de secours de Bruyères,20 Rue du Tour de Ville,02860,Bruyères-et-Montbérault,49.525114,3.666212
02,Centre d'incendie et de secours de Buironfosse,4bis Rue Aristide Briand,02620,Buironfosse,49.965226,3.836621
02,Centre d'incendie et de secours de Charly,1 Route de Paris,02310,Charly-sur-Marne,48.975837,3.278516
02,Centre de secours principal de Chauny,4 Rue Alexandre Fourny,02300,Chauny,49.626799,3.221611
02,Centre d'incendie et de secours de Coincy,16 Route de Rocourt,02210,Coincy,49.159055,3.416061
02,Centre d'incendie et de secours de Coulonges,5 Rue de la Sabotterie,02130,Coulonges-Cohan,49.201485,3.636215
02,Centre d'incendie et de secours de Crécy-sur-Serre,1 rue de l'espérance,02270,Crécy-sur-Serre,49.697848,3.620919
02,Centre d'incendie et de secours de Crépy,49 Rue Emile Dewoitine,02870,Crépy,49.602260,3.520411
02,Centre d'incendie et de secours d'Esquéhéries,3bis Rue de Verdun,02170,Esquéhéries,49.986493,3.743642
02,Centre d'incendie et de secours d'Étréaupont,21 Rue de la Libération,02580,Étréaupont,49.902761,3.917094
02,Centre d'incendie et de secours d'Étreux,695 Rue du Bourbonnais,02510,Étreux,49.984264,3.654289
02,Centre d'incendie et de secours de Fère-en-Tardenois,Pres l'Abattoir,02130,Fère-en-Tardenois,49.201537,3.509103
02,Centre d'incendie et de secours de Fesmy,3 Place de l'Église,02450,Fesmy-le-Sart,50.041738,3.677311
02,Centre d'incendie et de secours de Flavy,70 Rue André Brûlé,02520,Flavy-le-Martel,49.713033,3.192300
02,Centre d'incendie et de secours de Fresnoy-le-Grand,260 Rue Levaufré,02230,Fresnoy-le-Grand,49.946983,3.412985
02,Centre d'incendie et de secours de Guise,144 Rue de l'Abreuvoir,02120,Guise,49.897942,3.627778
02,Centre d'incendie et de secours d'Hartennes,56 Grande-rue,02210,Hartennes-et-Taux,49.267994,3.355544
02,Centre de secours principal d'Hirson,23 Rue Antoine Sue,02500,Hirson,49.917974,4.083351
02,Centre d'incendie et de secours de La Bouteille,1bis Rue de Verdun,02140,La Bouteille,49.859923,3.977117
02,Centre d'incendie et de secours de La Capelle,3 Rue du 8 Mai 1945,02260,La Capelle,49.973677,3.915763
02,Centre d'incendie et de secours de La Fère,105 Rue du Millénaire,02800,La Fère,49.661566,3.376251
02,Centre d'incendie et de secours La Ferté-Milon,6 Rue des Genets,02460,La Ferté-Milon,49.186209,3.128076
02,Centre d'incendie et de secours de La Vallée-au-Blé,11 Rue de Verdun,02140,La Vallée-au-Blé,49.856711,3.789519
02,Centre de secours principal de Laon,73 Rue de la Hurée,02000,Laon,49.568123,3.640096
02,Centre d'incendie et de secours du Nouvion,59 Rue Théodore Blot,02170,Le Nouvion-en-Thiérache,50.017609,3.790194
02,Centre d'incendie et de secours de Liesse-Notre-Dame,3 Rue des Ecoles,02350,Liesse-Notre-Dame,49.607382,3.802977
02,Centre d'incendie et de secours de Marle,Caserne des Pompiers,02250,Marle,49.737299,3.765563
02,Centre d'incendie et de secours de Marly-Gomont,29ter Rue de la Poterie,02120,Marly-Gomont,49.904497,3.787767
02,Centre d'incendie et de secours de Val-d'Origny,Rue Jolie,02390,Mont-d'Origny,49.840916,3.495929
02,Centre d'incendie et de secours de Montcornet,66 Rue du Calvaire,02340,Montcornet,49.694302,4.023444
02,Centre d'incendie et de secours de Neuilly-Saint-Front,9 Rue de la Chantraine,02470,Neuilly-Saint-Front,49.167324,3.260355
02,Centre d'incendie et de secours d'Origny-en-Thiérache,8 Rue les Coutures,02550,Origny-en-Thiérache,49.887807,4.022280
02,Centre d'incendie et de secours de Plomion,Rue des Ecoles,02140,Plomion,49.808740,4.020232
02,Centre d'incendie et de secours de Ribemont,4 Rue Lesur,02240,Ribemont,49.795400,3.459981
02,Centre d'incendie et de secours de Rougeries,18 Rue des Champs,02140,Rougeries,49.804424,3.784651
02,Centre d'incendie et de secours de Rozoy-sur-Serre,61 Rue de la Cour des Prés,02360,Rozoy-sur-Serre,49.711260,4.126140
02,Centre d'incendie et de secours de Sains-Richaumont,10 Rue du Temple,02120,Sains-Richaumont,49.827004,3.717647
02,Centre d'incendie et de secours de Saint-Eugène,4 Rue du Cimetière,02330,Saint-Eugène,49.020060,3.530588
02,Centre d'incendie et de secours de Saint-Gobain,169 Manufacture des Glaces,02410,Saint-Gobain,49.598873,3.374830
02,Centre de secours principal de Saint-Quentin,79 Boulevard Jean Bouin,02100,Saint-Quentin,49.850656,3.307596
02,Centre d'incendie et de secours de Sissonne,5 Rue Guillaume Dupré,02150,Sissonne,49.567833,3.894879
02,Centre de secours principal de Soissons,43 Avenue de Coucy,02200,Soissons,49.390104,3.331100
02,Centre d'incendie et de secours de Tavaux,38bis Grande Rue,02250,Tavaux-et-Pontséricourt,49.729780,3.908688
02,Centre d'incendie et de secours de Tergnier,32 Rue Hoche,02700,Tergnier,49.650818,3.294042
02,Centre d'incendie et de secours de Trélou-sur-Marne,5 Rue de la Baudière,02850,Trélou-sur-Marne,49.077735,3.609548
02,Centre d'incendie et de secours de Vervins,10 Avenue Pierre Mendes France,02140,Vervins,49.827694,3.906573
02,Centre d'incendie et de secours de Vic-sur-Aisne,35 Rue de Rivière,02290,Vic-sur-Aisne,49.407741,3.122615
02,Centre d'incendie et de secours de Viels-Maisons,29 Route de Paris,02540,Viels-Maisons,48.898728,3.382336
02,Centre d'incendie et de secours de Villeneuve-sur-Aisne,5 Route de Juvincourt,02190,Villeneuve-sur-Aisne,49.435232,3.951192
02,Centre d'incendie et de secours de Villers-Cotterêts,22 Rue Nino Mascitti,02600,Villers-Cotterêts,49.259935,3.081234
02,Centre d'incendie et de secours de Villers-Saint-Christophe,5 Rue de l'Eglise,02590,Villers-Saint-Christophe,49.779221,3.093158
02,Centre d'incendie et de secours de Watigny,23 Rue Raymond Elise,02830,Watigny,49.904440,4.192996
03,Centre d'incendie et de secours d'Ainay-le-Château,25 Les Reux-Route de Moulins,03360,Ainay-le-Château,46.704513,2.695605
03,,1 Rue du 19 Mars 1962,03120,Arfeuilles,46.158963,3.732883
03,,5 Rue de l'Engièvre,03230,Beaulon,46.602286,3.676890
03,Sapeurs Pompiers,7 Rue Verte,03330,Bellenaves,46.201652,3.083868
03,Centre d'incendie et de secours de Bellerive-sur-Allier,1 Rue Jean Mace,03700,Bellerive-sur-Allier,46.115420,3.406066
03,Sapeurs pompiers,9 Route de Lyon,03340,Bessay-sur-Allier,46.437765,3.362000
03,Sapeurs Pompiers de Besson,6 Rue de Bel Air,03210,Besson,46.471111,3.262799
03,Sapeurs Pompiers de Bourbon l'Archambault,24bis Avenue Emile Guillaumin,03160,Bourbon-l'Archambault,46.582735,3.063579
03,Centre d'incendie et de secours de Broût-Vernet,3 Rue de la Caserne,03110,Broût-Vernet,46.191056,3.265120
03,Centre d'incendie et de secours de Buxières-les-Mines,1 Impasse Gabriel Péri,03440,Buxières-les-Mines,46.469115,2.963303
03,Centre d'incendie et de secours de Cérilly,25 Avenue Jean Jaurès,03350,Cérilly,46.616017,2.822422
03,Sapeurs Pompiers,23 Avenue du Stade,03140,Chantelle,46.232549,3.149372
03,Centre d'incendie et de secours de Châtel-de-Neuvre,1 Place de la Mairie,03500,Châtel-de-Neuvre,46.405911,3.311710
03,,16 Rue Berthet du Plavéret,03600,Commentry,46.286960,2.754742
03,Centre d'incendie et de secours de Cosne-d'Allier,7 Rue du Marché,03430,Cosne-d'Allier,46.474290,2.831102
03,Centre d'incendie et de secours de Couleuvre,4 Rue Jules Ferry,03320,Couleuvre,46.672238,2.908109
03,Centre de secours principal de Vichy,4 Rue du Commandant Aubrey,03300,Creuzier-le-Vieux,46.162736,3.414449
03,Centre d'incendie et de secours,25bis Impasse de la Gare,03290,Diou,46.530692,3.749537
03,Centre de secours de Dompierre-sur-Besbre,Place des 3 Platanes,03290,Dompierre-sur-Besbre,46.518704,3.684213
03,Centre d'incendie et de secours de Doyet,1 Chemin des Clous,03170,Doyet,46.335703,2.792544
03,,28 Rue du Parc,03450,Ébreuil,46.116940,3.091110
03,,18 ZA de Chamboirat,03450,Ébreuil,46.113001,3.100629
03,,22 Route de Vozelle,03110,Espinasse-Vozelle,46.127217,3.328491
03,,14 Clos de la Sabliere,03190,Hérisson,46.510116,2.704611
03,Centre d'incendie et de secours d'Huriel,3 Rue du Moulin de Lyon,03380,Huriel,46.373324,2.470841
03,,21 Rue de la Bertranne,03220,Jaligny-sur-Besbre,46.378342,3.596573
03,,8 Rue du Souvenir Francais,03120,Lapalisse,46.250759,3.634691
03,Centre de secours de Laprugne,46 Route de la Loge des Gardes,03250,Laprugne,45.986385,3.745973
03,Caserne de pompiers,1 Rue Georges Gallay,03130,Le Donjon,46.349464,3.794034
03,Centre d'incendie et de secours du Mayet-de-Montagne,3 Rue de l'Industrie,03250,Le Mayet-de-Montagne,46.065342,3.661190
03,Caserne Pompier Le Montet,41 Route Départementale 945,03240,Le Montet,46.406939,3.052273
03,Centre d'incendie et de secours du Theil,30 Route de Voussac,03240,Le Theil,46.353431,3.132219
03,Sapeurs Pompiers de Le veurdre,44 Rue Tour des Murs,03320,Le Veurdre,46.755184,3.038937
03,Centre d'incendie et de secours de Lurcy-Lévis,12 Route de Pouzy,03320,Lurcy-Lévis,46.724548,2.948165
03,Centre d'incendie et de secours de Marcillat-en-Combraille,5 Rue des Chaumes,03420,Marcillat-en-Combraille,46.161738,2.634663
03,Centre de secours principal de Montluçon,11 Place du 11 Novembre,03100,Montluçon,46.344875,2.592037
03,Centre de secours Montmarault,1 Rue du Cimetière,03390,Montmarault,46.318934,2.959869
03,Centre de secours principal de Moulins,56 Boulevard Ledru Rollin,03000,Moulins,46.561801,3.332562
03,Centre d'incendie et de secours de Néris-les-Bains,32 Route de Clermont,03310,Néris-les-Bains,46.279918,2.673279
03,Centre d'incendie et de secours de Neuilly-le-Réal,2bis Place du Champ de Foire,03340,Neuilly-le-Réal,46.462877,3.432922
03,C.S. Noyant,33 Rue de la Mine,03210,Noyant-d'Allier,46.482437,3.128845
03,,Rue de la Chaume,03500,Paray-sous-Briailles,46.290784,3.365754
03,Centre de secours Saint-Bonnet-Tronçais,3 Rue de l’Etang,03360,Saint-Bonnet-Tronçais,46.657827,2.692590
03,,24 Rue de l'Eglise,03340,Saint-Gérand-de-Vaux,46.379502,3.394926
03,,3 Route de Montaigu,03150,Saint-Gérand-le-Puy,46.260912,3.509797
03,Centre d'incendie et de secours de Saint-Germain-des-Fossés,20b Rue Teinturière,03260,Saint-Germain-des-Fossés,46.211261,3.437162
03,Centre d'incendie et de secours de Saint-Pourçain-sur-Sioule,4 Rue de la Moutte,03500,Saint-Pourçain-sur-Sioule,46.309182,3.292887
03,Centre d'incendie et de secours de Saint-Rémy-en-Rollat,2 Rue des Augerolles,03110,Saint-Rémy-en-Rollat,46.185204,3.391770
03,,1 Rue de la Verrerie,03270,Saint-Yorre,46.061728,3.462722
03,Centre d'incendie et de secours de Souvigny,route de Moulins,03210,Souvigny,46.535124,3.197087
03,Centre d'incendie et de secours de Trévol,11 Route de Munet,03460,Trévol,46.630318,3.307508
03,C.S. Trézelles,Voie du Tacot,03220,Trézelles,46.330007,3.591456
03,Centre d'incendie et de secours d'Urçay,2 Chemin de Tizais,03360,Urçay,46.623410,2.589277
03,Centre d'incendie et de secours de Vallon-en-Sully,3 Route de Nassigny,03190,Vallon-en-Sully,46.534932,2.607865
03,,104 Avenue de Chazeuil,03150,Varennes-sur-Allier,46.316319,3.396658
03,,1 Rue des Fosses,03430,Villefranche-d'Allier,46.396590,2.858567
03,Sapeurs Pompiers de Villeneuve,9 Rue de la Bergerie,03460,Villeneuve-sur-Allier,46.663948,3.249072
03,Centre d'incendie et de secours d'Ygrande,9 Route de Bourbon,03160,Ygrande,46.553990,2.950668
04,Poste avancé de La Foux d’Allos,1436 Route de Barcelonnette,04260,Allos,44.294027,6.569812
04,Centre d'incendie et de secours d'Allos,476 Route des Charrières,04260,Allos,44.248267,6.625057
04,,1436 Route de Barcelonnette,04260,Allos,44.294044,6.569809
04,Centre d'incendie et de secours d'Annot,58 Impasse de la Lainerie,04240,Annot,43.967029,6.665341
04,Centre d'incendie et de secours de Banon,99 Chemin du Puy,04150,Banon,44.028244,5.634586
04,Centre d'incendie et de secours de Barcelonnette,26 Place du 11e BCA,04400,Barcelonnette,44.387695,6.640774
04,Centre d'incendie et de secours de Barrême,12 Digue des Condamines,04330,Barrême,43.952004,6.369440
04,Centre d'incendie et de secours de Bras d’Asse,1 Chemin du Clausson,04270,Bras-d'Asse,43.919155,6.133645
04,Centre d'incendie et de secours de Castellane,6 Chemin du Roc,04120,Castellane,43.848170,6.512166
04,Centre d'incendie et de secours de Céreste,42 Chemin_de_la_gare,04280,Céreste-en-Luberon,43.857897,5.599028
04,Centre d'incendie et de secours de Château-Arnoux-Saint-Auban,46 Chemin de Bellevue,04160,Château-Arnoux-Saint-Auban,44.087065,6.008482
04,Centre d'incendie et de secours de Colmars-les-Alpes,84 Route de la Lance,04370,Colmars,44.178672,6.625895
04,Centre d'incendie et de secours de Digne-les-Bains,95 Avenue Henri Jaubert,04000,Digne-les-Bains,44.083340,6.218656
04,,1 Rue Sylvain Richard,04000,Digne-les-Bains,44.083888,6.217902
04,Centre d'incendie et de secours d'Entrevaux,287 Route de Bay,04320,Entrevaux,43.948442,6.809481
04,Centre d'incendie et de secours d'Esparron-de-Verdon,294 Rue des Fontaines,04800,Esparron-de-Verdon,43.741542,5.973916
04,Centre d'incendie et de secours de Forcalquier,26 Traverse de Beaudine,04300,Forcalquier,43.948612,5.768952
04,Centre d'incendie et de secours de Gréoux-les-Bains,80 Rue Sous la Combe,04800,Gréoux-les-Bains,43.763243,5.890282
04,Centre d'incendie et de secours de la Haute Ubaye,13 Rue des Tardets,04530,La Condamine-Châtelard,44.456453,6.746320
04,Centre d'incendie et de secours de La Javie,4 Impasse de la Cluse,04420,La Javie,44.176775,6.353766
04,Centre d'incendie et de secours de La Motte-du-Caire,158 Chemin du Clos,04250,La Motte-du-Caire,44.346191,6.031473
04,Centre d'incendie et de secours de La Palud-sur-Verdon,200 Route des Crêtes,04120,La Palud-sur-Verdon,43.779368,6.356807
04,Centre d'incendie et secours des Mées,586 Avenue de Provence,04190,Les Mées,44.026454,5.969187
04,Centre d'incendie et de secours de Malijai,9 Rue Noélie Castel,04350,Malijai,44.044332,6.033405
04,Centre d'incendie et de secours de Manosque,251 Rue Pierre Garcin,04100,Manosque,43.813505,5.782922
04,Centre d'incendie et de secours de Mézel,36 Impasse des Muriers,04270,Mézel,43.995650,6.197758
04,Centre d'incendie et de secours de Moustiers-Sainte-Marie,462 Chemin de la Maladrerie,04360,Moustiers-Sainte-Marie,43.843639,6.217142
04,Centre d'incendie et de secours de Noyers-sur-Jabron,255 Chemin des Berauds,04200,Noyers-sur-Jabron,44.171230,5.839614
04,Centre d'incendie et de secours d'Oraison,149 Rue du 11 Novembre 1918,04700,Oraison,43.920293,5.920742
